resource,name,slug
items,efreeti bottle,efreeti-bottle-a5e
items,eldritch rod,eldritch-rod
items,elemental gem,elemental-gem-a5e
items,elemental quiver,elemental-quiver-a5e
items,elemental wraps,elemental-wraps
items,elixir of corruption,elixir-of-corruption
items,elixir of deep slumber,elixir-of-deep-slumber
items,elixir of focus,elixir-of-focus
items,elixir of mimicry,elixir-of-mimicry
items,elixir of oracular delirium,elixir-of-oracular-delirium
items,elixir of spike skin,elixir-of-spike-skin
items,elixir of the clear mind,elixir-of-the-clear-mind
items,elixir of the deep,elixir-of-the-deep
items,elixir of wakefulness,elixir-of-wakefulness
items,elk horn rod,elk-horn-rod
items,elven chain,elven-chain-a5e
items,emperor’s blade,emperors-blade-a5e
items,enchanted music sheet,enchanted-music-sheet-a5e
items,encouraging armor,encouraging-armor
items,enraging ammunition,enraging-ammunition
items,ensnaring ammunition,ensnaring-ammunition
items,entrenching mattock,entrenching-mattock
items,esquire's rowels,esquires-rowels
items,essay on efficient armor management,essay-on-efficient-armor-management-a5e
items,ever-shifting map,ever-shifting-map-a5e
items,everflowing bowl,everflowing-bowl
items,eversmoking bottle,eversmoking-bottle-a5e
items,excalibur,excalibur-a5e
items,excalibur’s scabbard,excaliburs-scabbard-a5e
items,explorer’s chalk,explorers-chalk-a5e
items,exsanguinating blade,exsanguinating-blade
items,extract of dual-mindedness,extract-of-dual-mindedness
items,eye of elsewhere,eye-of-elsewhere-a5e
items,eye of horus,eye-of-horus
items,eye of the golden god,eye-of-the-golden-god
items,eyes of charming,eyes-of-charming-a5e
items,eyes of minute seeing,eyes-of-minute-seeing-a5e
items,eyes of the eagle,eyes-of-the-eagle-a5e
items,eyes of the outer dark,eyes-of-the-outer-dark
items,eyes of the portal masters,eyes-of-the-portal-masters
items,faerie love letter,faerie-love-letter-a5e
items,family scrapbook,family-scrapbook-a5e
items,fan of whispering,fan-of-whispering-a5e
items,fanged mask,fanged-mask
items,farhealing bandages,farhealing-bandages
items,fathomer’s ring,fathomers-ring-a5e
items,fear-eater's mask,fear-eaters-mask
items,feather token,feather-token-a5e
items,fellforged armor,fellforged-armor
items,fellow candlestick,fellow-candlestick-a5e
items,ferryman's coins,ferrymans-coins
items,feysworn contract,feysworn-contract
items,fiendish charter,fiendish-charter
items,figurehead of prowess,figurehead-of-prowess
items,figurine of shared affliction,figurine-of-shared-affliction-a5e
items,figurine of wondrous power,figurine-of-wondrous-power-a5e
items,finder gremlin,finder-gremlin-a5e
items,fire charm,fire-charm-a5e
items,firebird feather,firebird-feather
items,fizzy lifter,fizzy-lifter-a5e
items,fizzy rocks,fizzy-rocks-a5e
items,flag of the cursed fleet,flag-of-the-cursed-fleet
items,flame tongue,flame-tongue-a5e
items,flash bullet,flash-bullet
items,flask of epiphanies,flask-of-epiphanies
items,flask of inebriation,flask-of-inebriation-a5e
items,fleshspurned mask,fleshspurned-mask
items,fletcher's retort gloves,fletchers-retort-gloves
items,flicker dagger,flicker-dagger-a5e
items,flood charm,flood-charm
items,flute of saurian summoning,flute-of-saurian-summoning
items,fly whisk of authority,fly-whisk-of-authority
items,focusing eye,focusing-eye-a5e
items,fog stone,fog-stone
items,folding boat,folding-boat-a5e
items,fool's hat,fools-hat-a5e
items,forgefire hammer,forgefire-hammer
items,fountmail,fountmail
items,freerunner rod,freerunner-rod
items,friendly joybuzzer,friendly-joybuzzer-a5e
items,frost brand,frost-brand-a5e
items,frost giant’s plate,frost-giants-plate-a5e
items,frost pellet,frost-pellet
items,frostfire lantern,frostfire-lantern
items,frungilator,frungilator
items,fulminar bracers,fulminar-bracers
items,gale javelin,gale-javelin
items,gallow hand,gallow-hand-a5e
items,garments of winter's knight,garments-of-winters-knight
items,gauntlet of dominion,gauntlet-of-dominion-a5e
items,gauntlet of the iron sphere,gauntlet-of-the-iron-sphere
items,gauntlets of ogre power,gauntlets-of-ogre-power-a5e
items,gauntlets of summer,gauntlets-of-summer-a5e
items,gazebo of shade and shelter,gazebo-of-shade-and-shelter
items,gem of brightness,gem-of-brightness-a5e
items,gem of seeing,gem-of-seeing-a5e
items,ghost barding,ghost-barding
items,ghost dragon horn,ghost-dragon-horn
items,ghost metal axe,ghost-metal-axe-a5e
items,ghost thread,ghost-thread
items,ghoul light,ghoul-light
items,ghoulbane oil,ghoulbane-oil
items,ghoulbane rod,ghoulbane-rod
items,giant slayer,giant-slayer-a5e
items,giantstrike cestus,giantstrike-cestus
items,giggling orb,giggling-orb
items,girdle of traveling alchemy,girdle-of-traveling-alchemy
items,glamour rings,glamour-rings
items,glamoured padded leather,glamoured-padded-leather-a5e
items,glamoured studded leather,glamoured-studded-leather
items,glass ring,glass-ring-a5e
items,glass wand of leng,glass-wand-of-leng
items,glasses of rodentius,glasses-of-rodentius-a5e
items,glazed blade,glazed-blade
items,gliding cloak,gliding-cloak
items,gloam bread,gloam-bread-a5e
items,gloomflower corsage,gloomflower-corsage
items,glory’s glaive,glorys-glaive-a5e
items,glove of swift return,glove-of-swift-return-a5e
items,gloves of missile snaring,gloves-of-missile-snaring-a5e
items,gloves of swimming and climbing,gloves-of-swimming-and-climbing-a5e
items,gloves of the magister,gloves-of-the-magister
items,gloves of the walking shade,gloves-of-the-walking-shade
items,gnawing spear,gnawing-spear
items,goblin mask,goblin-mask-a5e
items,goblin shield,goblin-shield
items,goggles of firesight,goggles-of-firesight
items,goggles of night,goggles-of-night-a5e
items,goggles of shade,goggles-of-shade
items,golden bolt,golden-bolt
items,golden chain shirt,golden-chain-shirt-a5e
items,gong of alarm,gong-of-alarm-a5e
items,gorgon scale,gorgon-scale
items,gossip earring,gossip-earring-a5e
items,"gram, the sword of grief",gram-the-sword-of-grief-a5e
items,granny wax,granny-wax
items,grappling gun,grappling-gun-a5e
items,grasping cap,grasping-cap
items,grasping cloak,grasping-cloak
items,grasping shield,grasping-shield
items,grave reagent,grave-reagent
items,grave ward armor,grave-ward-armor
items,greater potion of troll blood,greater-potion-of-troll-blood
items,green mantle,green-mantle
items,green scale shield,green-scale-shield-a5e
items,gremlin translator,gremlin-translator-a5e
items,gremlin's paw,gremlins-paw
items,grifter's deck,grifters-deck
items,grim escutcheon,grim-escutcheon
items,gritless grease,gritless-grease
items,guide to respecting social mores,guide-to-respecting-social-mores-a5e
items,hair fuses,hair-fuses-a5e
items,hair pick of protection,hair-pick-of-protection
items,hallowed effigy,hallowed-effigy
items,hallucinatory dust,hallucinatory-dust
items,hammer of decrees,hammer-of-decrees
items,hammer of throwing,hammer-of-throwing
items,hammer of thunderbolts,hammer-of-thunderbolts-a5e
items,hamper of gwyddno garanhir & knife of llawfrodedd the horseman,hamper-of-gwyddno-garanhir-and-knife-of-llawfrodedd-the-horseman-a5e
items,hand of the night,hand-of-the-night-a5e
items,handy halter,handy-halter-a5e
items,handy haversack,handy-haversack-a5e
items,handy scroll quiver,handy-scroll-quiver
items,hangman's noose,hangmans-noose
items,hardening polish,hardening-polish
items,harlequin's cards,harlequins-cards-a5e
items,harmonizing instrument,harmonizing-instrument
items,harvest,harvest-a5e
items,hat of disguise,hat-of-disguise-a5e
items,hat of grand entrances,hat-of-grand-entrances-a5e
items,hat of mental acuity,hat-of-mental-acuity
items,hazelwood wand,hazelwood-wand
items,headband of intellect,headband-of-intellect-a5e
items,headdress of majesty,headdress-of-majesty
items,headrest of the cattle queens,headrest-of-the-cattle-queens
items,headscarf of the oasis,headscarf-of-the-oasis
items,healthful honeypot,healthful-honeypot
items,heartbreak's dagger,heartbreaks-dagger-a5e
items,heartglow lantern,heartglow-lantern
items,heat stone,heat-stone
items,heaven's roof ring,heavens-roof-ring-a5e
items,heliotrope heart,heliotrope-heart
items,hellfire armor,hellfire-armor
items,helm of brilliance,helm-of-brilliance-a5e
items,helm of comprehending languages,helm-of-comprehending-languages-a5e
items,helm of telepathy,helm-of-telepathy-a5e
items,helm of teleportation,helm-of-teleportation-a5e
items,helm of the slashing fin,helm-of-the-slashing-fin
items,hewer's draught,hewers-draught
items,hexen blade,hexen-blade
items,hidden armament,hidden-armament
items,holy avenger,holy-avenger-a5e
items,holy verdant bat droppings,holy-verdant-bat-droppings
items,honey buckle,honey-buckle
items,honey lamp,honey-lamp
items,honey of the warped wildflowers,honey-of-the-warped-wildflowers
items,honey trap,honey-trap
items,honeypot of awakening,honeypot-of-awakening
items,hopeful slippers,hopeful-slippers-a5e
items,hope's final light,hopes-final-light-a5e
items,horn of blasting,horn-of-blasting-a5e
items,horn of valhalla,horn-of-valhalla-a5e
items,horseshoes of a zephyr,horseshoes-of-a-zephyr-a5e
items,horseshoes of speed,horseshoes-of-speed-a5e
items,how to make fiends and influence people,how-to-make-fiends-and-influence-people-a5e
items,howling rod,howling-rod
items,humble cudgel of temperance,humble-cudgel-of-temperance
items,humour realignment transfiguration,humour-realignment-transfiguration-a5e
items,hungry quasit,hungry-quasit-a5e
items,hunter's charm,hunters-charm
items,hunter's quiver,hunters-quiver-a5e
items,ice riders,ice-riders-a5e
items,iceblink,iceblink
items,idol of light,idol-of-light-a5e
items,immovable rod,immovable-rod-a5e
items,impact club,impact-club
items,impaling weapon,impaling-weapon
items,impossible cube,impossible-cube-a5e
items,incense of recovery,incense-of-recovery
items,infernal carapace,infernal-carapace-a5e
items,inkpot of the thrifty apprentice,inkpot-of-the-thrifty-apprentice-a5e
items,inspiring pahu,inspiring-pahu-a5e
items,instant fortress,instant-fortress-a5e
items,instrument of irresistible symphonies,instrument-of-irresistible-symphonies-a5e
items,interplanar paint,interplanar-paint
items,ioun stone,ioun-stone-a5e
items,iron bands of binding,iron-bands-of-binding-a5e
items,iron flask,iron-flask-a5e
items,iron foe mace,iron-foe-mace-a5e
items,ironskin oil,ironskin-oil
items,ironweed rope,ironweed-rope-a5e
items,ivory knights,ivory-knights-a5e
items,ivy crown of prophecy,ivy-crown-of-prophecy
items,jade tiger,jade-tiger-a5e
items,járngreipr,jarngreipr-a5e
items,jarred brain,jarred-brain-a5e
items,javelin of lightning,javelin-of-lightning-a5e
items,javelin of teleportation,javelin-of-teleportation
items,jeweler's anvil,jewelers-anvil
items,jungle mess kit,jungle-mess-kit
items,justicar's mask,justicars-mask
items,keffiyeh of serendipitous escape,keffiyeh-of-serendipitous-escape
items,knight-sergeant's surcoat,knight-sergeants-surcoat
items,knockabout billet,knockabout-billet
items,kobold firework,kobold-firework
items,kraken clutch ring,kraken-clutch-ring
items,kraken scale,kraken-scale-a5e
items,kyshaarth's fang,kyshaarths-fang
items,labyrs of the raging bull,labyrs-of-the-raging-bull
items,lævateinn,laevateinn-a5e
items,language pyramid,language-pyramid
items,lantern of auspex,lantern-of-auspex
items,lantern of judgment,lantern-of-judgment
items,lantern of revealing,lantern-of-revealing-a5e
items,lantern of selective illumination,lantern-of-selective-illumination
items,larkmail,larkmail
items,last chance quiver,last-chance-quiver
items,leaf-bladed sword,leaf-bladed-sword
items,legerdemain gloves,legerdemain-gloves-a5e
items,leonino wings,leonino-wings
items,letter-lift paper,letter-lift-paper-a5e
items,library scarf,library-scarf-a5e
items,life-catching portrait,life-catching-portrait-a5e
items,lifeblood gear,lifeblood-gear
items,lightning rod,lightning-rod
items,linguist's cap,linguists-cap
items,liquid courage,liquid-courage
items,liquid luck,liquid-luck-a5e
items,liquid shadow,liquid-shadow
items,listening quills,listening-quills-a5e
items,living juggernaut,living-juggernaut
items,living stake,living-stake
items,lockbreaker,lockbreaker
items,locket of dragon vitality,locket-of-dragon-vitality
items,locket of remembrance,locket-of-remembrance
items,lockpicks of memory,lockpicks-of-memory-a5e
items,locksmith's oil,locksmiths-oil
items,lodestone caltrops,lodestone-caltrops
items,long fang of the moon,long-fang-of-the-moon-a5e
items,loom of fate,loom-of-fate
items,luck blade,luck-blade-a5e
items,lucky charm of the monkey king,lucky-charm-of-the-monkey-king
items,lucky coin,lucky-coin
items,lucky eyepatch,lucky-eyepatch
items,lucky halfling foot,lucky-halfling-foot-a5e
items,luminescent gum,luminescent-gum-a5e
items,lupine crown,lupine-crown
items,luring perfume,luring-perfume
items,mace of disruption,mace-of-disruption-a5e
items,mace of smiting,mace-of-smiting-a5e
items,mace of terror,mace-of-terror-a5e
items,madam yolanda’s prison,madam-yolandas-prison-a5e
items,magic mirror,magic-mirror-a5e
items,magma mantle,magma-mantle
items,maiden's tears,maidens-tears
items,mail of the sword master,mail-of-the-sword-master
items,manticore's tail,manticores-tail
items,mantle of blood vengeance,mantle-of-blood-vengeance
items,mantle of spell resistance,mantle-of-spell-resistance-a5e
items,mantle of the forest lord,mantle-of-the-forest-lord
items,mantle of the lion,mantle-of-the-lion
items,mantle of the void,mantle-of-the-void
items,manual of bodily health,manual-of-bodily-health-a5e
items,manual of exercise,manual-of-exercise
items,manual of gainful exercise,manual-of-gainful-exercise-a5e
items,manual of golems,manual-of-golems
items,manual of guardians,manual-of-guardians-a5e
items,manual of quickness of action,manual-of-quickness-of-action-a5e
items,manual of the lesser golem,manual-of-the-lesser-golem
items,manual of vine golem,manual-of-vine-golem
items,mapping ink,mapping-ink
items,marble of direction,marble-of-direction-a5e
items,marvelous clockwork mallard,marvelous-clockwork-mallard
items,marvelous pigments,marvelous-pigments-a5e
items,masher basher,masher-basher
items,mask of anonymity,mask-of-anonymity-a5e
items,mask of relentless fury,mask-of-relentless-fury-a5e
items,mask of the leaping gazelle,mask-of-the-leaping-gazelle
items,mask of the war chief,mask-of-the-war-chief
items,mask of the white stag,mask-of-the-white-stag-a5e
items,master angler's tackle,master-anglers-tackle
items,maternal cameo,maternal-cameo-a5e
items,matryoshka dolls,matryoshka-dolls
items,mayhem mask,mayhem-mask
items,medal of valor,medal-of-valor
items,medallion of thoughts,medallion-of-thoughts-a5e
items,medic's sash,medics-sash
items,megingjörð,megingjord-a5e
items,memory leaf,memory-leaf-a5e
items,memory philter,memory-philter
items,mender's mark,menders-mark
items,message stones,message-stones-a5e
items,message whistle,message-whistle-a5e
items,meteoric plate,meteoric-plate
items,meteorological map,meteorological-map-a5e
items,midir's trident,midirs-trident-a5e
items,midnight pearls,midnight-pearls-a5e
items,mindblade,mindblade-a5e
items,mindrazor,mindrazor-a5e
items,minor minstrel,minor-minstrel
items,mirror of eavesdropping,mirror-of-eavesdropping
items,mirror of life trapping,mirror-of-life-trapping-a5e
items,mirror shield,mirror-shield-a5e
items,mirrored armor,mirrored-armor
items,mithral armor,mithral-armor
items,mjölnir,mjolnir-a5e
items,mnemonic fob,mnemonic-fob
items,mock box,mock-box
items,molten hellfire armor,molten-hellfire-armor
items,momentblade,momentblade
items,mongrelmaker's handbook,mongrelmakers-handbook
items,monkey's paw of fortune,monkeys-paw-of-fortune
items,moon through the trees,moon-through-the-trees
items,moonfield lens,moonfield-lens
items,moonsteel weapon,moonsteel-weapon
items,mordant blade,mordant-blade
items,mountain hewer,mountain-hewer
items,mountaineer's crossbow,mountaineers-crossbow
items,mourning medallion,mourning-medallion-a5e
items,muffled armor,muffled-armor
items,mug of merry drinking,mug-of-merry-drinking
items,mug of warming,mug-of-warming-a5e
items,murderous straight razor,murderous-straight-razor-a5e
items,mutineer's blade,mutineers-blade
items,nameless cults,nameless-cults
items,nautilus,nautilus-a5e
items,necklace of adaptation,necklace-of-adaptation-a5e
items,necklace of fireballs,necklace-of-fireballs-a5e
items,necklace of hunger,necklace-of-hunger-a5e
items,necklace of prayer beads,necklace-of-prayer-beads-a5e
items,necromantic ink,necromantic-ink
items,neutralizing bead,neutralizing-bead
items,nine lives stealer,nine-lives-stealer-a5e
items,ninefold swarmdagger,ninefold-swarmdagger
items,nithing pole,nithing-pole
items,nullifier's lexicon,nullifiers-lexicon
items,oakwood wand,oakwood-wand
items,oathbow,oathbow-a5e
items,obsidian butterfly knife,obsidian-butterfly-knife-a5e
items,octopus bracers,octopus-bracers
items,oculi of the ancestor,oculi-of-the-ancestor
items,odd bodkin,odd-bodkin
items,odorless oil,odorless-oil
items,ogre's pot,ogres-pot
items,oil of concussion,oil-of-concussion
items,oil of cosmetic enhancement,oil-of-cosmetic-enhancement-a5e
items,oil of defoliation,oil-of-defoliation
items,oil of etherealness,oil-of-etherealness-a5e
items,oil of extreme bludgeoning,oil-of-extreme-bludgeoning
items,oil of numbing,oil-of-numbing
items,oil of sharpening,oil-of-sharpening
items,oil of sharpness,oil-of-sharpness-a5e
items,oil of slipperiness,oil-of-slipperiness-a5e
items,oni mask,oni-mask
items,opera-goer’s guise,opera-goers-guise-a5e
items,opus maleficarum,opus-maleficarum-a5e
items,oracle charm,oracle-charm
items,orb of chaotic assault,orb-of-chaotic-assault-a5e
items,orb of dragonkind,orb-of-dragonkind-a5e
items,orb of elsewhere,orb-of-elsewhere-a5e
items,orb of enthralling patterns,orb-of-enthralling-patterns
items,orb of obfuscation,orb-of-obfuscation
items,orb of the dragon breaker,orb-of-the-dragon-breaker-a5e
items,organizer gremlin,organizer-gremlin-a5e
items,osseous plate,osseous-plate-a5e
items,osseous warhammer,osseous-warhammer-a5e
items,ouroboros amulet,ouroboros-amulet
items,pact paper,pact-paper
items,paired gauntlets of striking,paired-gauntlets-of-striking
items,paramour’s daisy,paramours-daisy-a5e
items,parasol of temperate weather,parasol-of-temperate-weather
items,parasol of the blade,parasol-of-the-blade-a5e
items,pavilion of dreams,pavilion-of-dreams
items,pearl of diving,pearl-of-diving
items,pearl of power,pearl-of-power-a5e
items,perdita ravenwing’s true name,perdita-ravenwings-true-name-a5e
items,perfect disguise,perfect-disguise-a5e
items,perfume vile,perfume-vile-a5e
items,periapt of eldritch knowledge,periapt-of-eldritch-knowledge
items,periapt of health,periapt-of-health-a5e
items,periapt of proof against lies,periapt-of-proof-against-lies
items,periapt of proof against poison,periapt-of-proof-against-poison-a5e
items,periapt of wound closure,periapt-of-wound-closure-a5e
items,pestilent spear,pestilent-spear
items,phase arrow,phase-arrow
items,phase mirror,phase-mirror
items,phidjetz spinner,phidjetz-spinner
items,philter of love,philter-of-love-a5e
items,philter of luck,philter-of-luck
items,phoenix ember,phoenix-ember
items,phoenix-feather cap,phoenix-feather-cap-a5e
items,pick of ice breaking,pick-of-ice-breaking
items,pipes of haunting,pipes-of-haunting-a5e
items,pipes of madness,pipes-of-madness
items,pipes of the sewers,pipes-of-the-sewers-a5e
items,pistol of the umbral court,pistol-of-the-umbral-court
items,plague doctor's mask,plague-doctors-mask-a5e
items,plate armor of etherealness,plate-armor-of-etherealness-a5e
items,plumb of the elements,plumb-of-the-elements
items,plunderer's sea chest,plunderers-sea-chest
items,pocket oasis,pocket-oasis
items,pocket spark,pocket-spark
items,poison breath bottle,poison-breath-bottle-a5e
items,poison strand,poison-strand
items,poisoner’s almanac,poisoners-almanac-a5e
items,portable hole,portable-hole-a5e
items,portraiture gremlin,portraiture-gremlin-a5e
items,potent cure-all,potent-cure-all
items,potion belt,potion-belt
items,potion of air breathing,potion-of-air-breathing
items,potion of animal friendship,potion-of-animal-friendship-a5e
items,potion of bad taste,potion-of-bad-taste
items,potion of bouncing,potion-of-bouncing
items,potion of buoyancy,potion-of-buoyancy
items,potion of clairvoyance,potion-of-clairvoyance-a5e
items,potion of climbing,potion-of-climbing-a5e
items,potion of diminution,potion-of-diminution-a5e
items,potion of dire cleansing,potion-of-dire-cleansing
items,potion of ebbing strength,potion-of-ebbing-strength
items,potion of effulgence,potion-of-effulgence
items,potion of empowering truth,potion-of-empowering-truth
items,potion of flying,potion-of-flying-a5e
items,potion of freezing fog,potion-of-freezing-fog
items,potion of gaseous form,potion-of-gaseous-form-a5e
items,potion of giant strength,potion-of-giant-strength-a5e
items,potion of growth,potion-of-growth-a5e
items,potion of healing,potion-of-healing-a5e
items,potion of heroism,potion-of-heroism-a5e
items,potion of infinite possibilities,potion-of-infinite-possibilities
items,potion of invisibility,potion-of-invisibility-a5e
items,potion of malleability,potion-of-malleability
items,potion of mind reading,potion-of-mind-reading-a5e
items,potion of poison,potion-of-poison-a5e
items,potion of resistance,potion-of-resistance-a5e
items,potion of sand form,potion-of-sand-form
items,potion of skating,potion-of-skating
items,potion of speed,potion-of-speed-a5e
items,potion of transparency,potion-of-transparency
items,potion of water breathing,potion-of-water-breathing-a5e
items,potion of worg form,potion-of-worg-form
items,pouch of emergency healing,pouch-of-emergency-healing-a5e
items,pouch of runestones,pouch-of-runestones
items,prayer mat,prayer-mat
items,preserved imp’s head,preserved-imps-head-a5e
items,primal doom,primal-doom
items,primordial scale,primordial-scale
items,prismatic gown,prismatic-gown-a5e
items,prospecting compass,prospecting-compass
items,prospector's pick,prospectors-pick-a5e
items,protean needlepoint,protean-needlepoint-a5e
items,pumpkin bomb,pumpkin-bomb-a5e
items,quick canoe paddle,quick-canoe-paddle-a5e
items,quick-change mirror,quick-change-mirror
items,quill of scribing,quill-of-scribing
items,quilted bridge,quilted-bridge
items,quiver of the hunt,quiver-of-the-hunt-a5e
items,radiance bomb,radiance-bomb
items,radiant bracers,radiant-bracers
items,radiant libram,radiant-libram
items,raiment of the devouring king,raiment-of-the-devouring-king-a5e
items,rain of chaos,rain-of-chaos
items,rainbow extract,rainbow-extract
items,ravager's axe,ravagers-axe
items,recondite shield,recondite-shield
items,recording book,recording-book
items,red cloak of riding,red-cloak-of-riding-a5e
items,reef splitter,reef-splitter
items,reloader gremlin,reloader-gremlin-a5e
items,relocation cable,relocation-cable
items,resolute bracer,resolute-bracer
items,restorative ointment,restorative-ointment-a5e
items,retribution armor,retribution-armor
items,revenant's shawl,revenants-shawl
items,rhinam life gem,rhinam-life-gem-a5e
items,rift orb,rift-orb
items,ring of animal influence,ring-of-animal-influence-a5e
items,ring of arcane adjustment,ring-of-arcane-adjustment
items,ring of battered courage,ring-of-battered-courage-a5e
items,ring of bravado,ring-of-bravado
items,ring of deceiver's warning,ring-of-deceivers-warning
items,ring of djinni summoning,ring-of-djinni-summoning-a5e
items,ring of dragon's discernment,ring-of-dragons-discernment
items,ring of elemental command,ring-of-elemental-command-a5e
items,ring of evasion,ring-of-evasion-a5e
items,ring of feather falling,ring-of-feather-falling-a5e
items,ring of featherweight weapons,ring-of-featherweight-weapons
items,ring of free action,ring-of-free-action-a5e
items,ring of giant mingling,ring-of-giant-mingling
items,ring of hoarded life,ring-of-hoarded-life
items,ring of imperious command,ring-of-imperious-command
items,ring of inspiration storing,ring-of-inspiration-storing-a5e
items,ring of invisibility,ring-of-invisibility-a5e
items,ring of jumping,ring-of-jumping-a5e
items,ring of light's comfort,ring-of-lights-comfort
items,ring of mind shielding,ring-of-mind-shielding-a5e
items,ring of night's solace,ring-of-nights-solace
items,ring of powerful summons,ring-of-powerful-summons
items,ring of protection,ring-of-protection-a5e
items,ring of regeneration,ring-of-regeneration-a5e
items,ring of remembrance,ring-of-remembrance
items,ring of resistance,ring-of-resistance-a5e
items,ring of sealing,ring-of-sealing
items,ring of shadows,ring-of-shadows
items,ring of shooting stars,ring-of-shooting-stars-a5e
items,ring of small mercies,ring-of-small-mercies
items,ring of spell negation,ring-of-spell-negation
items,ring of spell storing,ring-of-spell-storing-a5e
items,ring of spell turning,ring-of-spell-turning-a5e
items,ring of stored vitality,ring-of-stored-vitality
items,ring of swimming,ring-of-swimming-a5e
items,ring of telekinesis,ring-of-telekinesis-a5e
items,ring of the dolphin,ring-of-the-dolphin
items,ring of the frog,ring-of-the-frog
items,ring of the frost knight,ring-of-the-frost-knight
items,ring of the grove's guardian,ring-of-the-groves-guardian
items,ring of the jarl,ring-of-the-jarl
items,ring of the ram,ring-of-the-ram-a5e
items,ring of the vengeance seeker,ring-of-the-vengeance-seeker-a5e
items,ring of the water dancer,ring-of-the-water-dancer
items,ring of three wishes,ring-of-three-wishes-a5e
items,ring of ursa,ring-of-ursa
items,ring of warmth,ring-of-warmth-a5e
items,ring of water walking,ring-of-water-walking-a5e
items,ring of x-ray vision,ring-of-x-ray-vision-a5e
items,river token,river-token
items,riverine blade,riverine-blade
items,robe of eyes,robe-of-eyes-a5e
items,robe of scintillating colors,robe-of-scintillating-colors-a5e
items,robe of stars,robe-of-stars-a5e
items,robe of the archmagi,robe-of-the-archmagi-a5e
items,robe of useful items,robe-of-useful-items-a5e
items,rod of absorption,rod-of-absorption-a5e
items,rod of alertness,rod-of-alertness-a5e
items,rod of blade bending,rod-of-blade-bending
items,rod of bubbles,rod-of-bubbles
items,rod of conveyance,rod-of-conveyance
items,rod of deflection,rod-of-deflection
items,rod of entropy,rod-of-entropy-a5e
items,rod of ghastly might,rod-of-ghastly-might
items,rod of hellish grounding,rod-of-hellish-grounding
items,rod of icicles,rod-of-icicles
items,rod of lordly might,rod-of-lordly-might-a5e
items,rod of reformation,rod-of-reformation
items,rod of repossession,rod-of-repossession
items,rod of rulership,rod-of-rulership-a5e
items,rod of sacrificial blessing,rod-of-sacrificial-blessing
items,rod of sanguine mastery,rod-of-sanguine-mastery
items,rod of security,rod-of-security-a5e
items,rod of swarming skulls,rod-of-swarming-skulls
items,rod of the disciplinarian,rod-of-the-disciplinarian
items,rod of the infernal realms,rod-of-the-infernal-realms
items,rod of the jester,rod-of-the-jester
items,rod of the mariner,rod-of-the-mariner
items,rod of the wastes,rod-of-the-wastes
items,rod of thorns,rod-of-thorns
items,rod of underworld navigation,rod-of-underworld-navigation
items,rod of vapor,rod-of-vapor
items,rod of verbatim,rod-of-verbatim
items,rod of warning,rod-of-warning
items,rogue's aces,rogues-aces
items,root of the world tree,root-of-the-world-tree
items,rope of climbing,rope-of-climbing-a5e
items,rope of entanglement,rope-of-entanglement-a5e
items,rope seed,rope-seed
items,rose of the enchantress,rose-of-the-enchantress-a5e
items,rowan staff,rowan-staff
items,rowdy's club,rowdys-club
items,rowdy's ring,rowdys-ring
items,royal jelly,royal-jelly
items,ruby crusher,ruby-crusher
items,rug of safe haven,rug-of-safe-haven
items,rust monster shell,rust-monster-shell
items,ruyi jingu bang,ruyi-jingu-bang-a5e
items,sack of sacks,sack-of-sacks-a5e
items,sacrificial knife,sacrificial-knife
items,saddle of the cavalry casters,saddle-of-the-cavalry-casters
items,sail of the black opal,sail-of-the-black-opal-a5e
items,sanctuary shell,sanctuary-shell
items,sand arrow,sand-arrow
items,sand suit,sand-suit
items,sandals of sand skating,sandals-of-sand-skating
items,sandals of the desert wanderer,sandals-of-the-desert-wanderer
items,sanguine lance,sanguine-lance
items,satchel of seawalking,satchel-of-seawalking
items,satyr boots,satyr-boots-a5e
items,scale milk,scale-milk-a5e
items,scalehide cream,scalehide-cream
items,scarab of protection,scarab-of-protection-a5e
items,scarab of rebirth,scarab-of-rebirth
items,scarf of deception,scarf-of-deception
items,scent sponge,scent-sponge
items,scepter of majesty,scepter-of-majesty
items,schooled weapon,schooled-weapon-a5e
items,scimitar of speed,scimitar-of-speed-a5e
items,scimitar of the desert winds,scimitar-of-the-desert-winds
items,scorn pouch,scorn-pouch
items,scorpion feet,scorpion-feet
items,scoundrel's gambit,scoundrels-gambit
items,scourge of devotion,scourge-of-devotion
items,scout's coat,scouts-coat
items,scrap of forbidden text,scrap-of-forbidden-text-a5e
items,screaming skull,screaming-skull
items,scrimshaw comb,scrimshaw-comb
items,scrimshaw parrot,scrimshaw-parrot
items,scroll of conjuring,scroll-of-conjuring
items,scroll of fabrication,scroll-of-fabrication
items,scroll of treasure finding,scroll-of-treasure-finding
items,scrolls of correspondence,scrolls-of-correspondence
items,sea witch’s amulet,sea-witchs-amulet-a5e
items,sea witch's blade,sea-witchs-blade
items,seafarer's quill,seafarers-quill-a5e
items,searing whip,searing-whip
items,second-light lantern,second-light-lantern-a5e
items,second wind,second-wind
items,secret-catching pearls,secret-catching-pearls-a5e
items,security gremlin,security-gremlin-a5e
items,seeds of necessity,seeds-of-necessity-a5e
items,seelie staff,seelie-staff
items,selket's bracer,selkets-bracer
items,seneschal's gloves,seneschals-gloves
items,sentinel portrait,sentinel-portrait
items,serpent staff,serpent-staff
